Date,Day_of_Week,LineName,Route_Type,VehicleJourneyCode,Origin,Destination,Scheduled_Departure,Hour_of_Day,Actual_Delay_Minutes
2025-12-09,Tuesday,86,Student Link,VJ_L86_11_343,Station 86_A,Terminal 86_B,15:20:00,15,1
2025-12-10,Wednesday,25,City Tour,VJ_L25_0_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,10
2025-12-10,Wednesday,25,City Tour,VJ_L25_1_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,0
2025-12-10,Wednesday,25,City Tour,VJ_L25_2_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,0
2025-12-10,Wednesday,25,City Tour,VJ_L25_3_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,1
2025-12-10,Wednesday,25,City Tour,VJ_L25_4_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,0
2025-12-10,Wednesday,25,City Tour,VJ_L25_5_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,2
2025-12-10,Wednesday,25,City Tour,VJ_L25_6_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,1
2025-12-10,Wednesday,25,City Tour,VJ_L25_7_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,3
2025-12-10,Wednesday,25,City Tour,VJ_L25_8_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,3
2025-12-10,Wednesday,25,City Tour,VJ_L25_9_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,1
2025-12-10,Wednesday,25,City Tour,VJ_L25_10_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-12-10,Wednesday,25,City Tour,VJ_L25_11_344,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,1
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_0_344,Station 10_A,Terminal 10_B,09:50:00,9,26
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_1_344,Station 10_A,Terminal 10_B,10:20:00,10,3
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_2_344,Station 10_A,Terminal 10_B,10:50:00,10,3
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_3_344,Station 10_A,Terminal 10_B,11:20:00,11,1
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_4_344,Station 10_A,Terminal 10_B,11:50:00,11,1
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_5_344,Station 10_A,Terminal 10_B,12:20:00,12,0
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_6_344,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_7_344,Station 10_A,Terminal 10_B,13:20:00,13,2
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_8_344,Station 10_A,Terminal 10_B,13:50:00,13,2
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_9_344,Station 10_A,Terminal 10_B,14:20:00,14,2
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_10_344,Station 10_A,Terminal 10_B,14:50:00,14,1
2025-12-10,Wednesday,10,Commuter Express,VJ_L10_11_344,Station 10_A,Terminal 10_B,15:20:00,15,0
2025-12-10,Wednesday,86,Student Link,VJ_L86_0_344,Station 86_A,Terminal 86_B,09:50:00,9,9
2025-12-10,Wednesday,86,Student Link,VJ_L86_1_344,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-12-10,Wednesday,86,Student Link,VJ_L86_2_344,Station 86_A,Terminal 86_B,10:50:00,10,1
2025-12-10,Wednesday,86,Student Link,VJ_L86_3_344,Station 86_A,Terminal 86_B,11:20:00,11,1
2025-12-10,Wednesday,86,Student Link,VJ_L86_4_344,Station 86_A,Terminal 86_B,11:50:00,11,0
2025-12-10,Wednesday,86,Student Link,VJ_L86_5_344,Station 86_A,Terminal 86_B,12:20:00,12,1
2025-12-10,Wednesday,86,Student Link,VJ_L86_6_344,Station 86_A,Terminal 86_B,12:50:00,12,0
2025-12-10,Wednesday,86,Student Link,VJ_L86_7_344,Station 86_A,Terminal 86_B,13:20:00,13,2
2025-12-10,Wednesday,86,Student Link,VJ_L86_8_344,Station 86_A,Terminal 86_B,13:50:00,13,2
2025-12-10,Wednesday,86,Student Link,VJ_L86_9_344,Station 86_A,Terminal 86_B,14:20:00,14,2
2025-12-10,Wednesday,86,Student Link,VJ_L86_10_344,Station 86_A,Terminal 86_B,14:50:00,14,0
2025-12-10,Wednesday,86,Student Link,VJ_L86_11_344,Station 86_A,Terminal 86_B,15:20:00,15,3
2025-12-11,Thursday,25,City Tour,VJ_L25_0_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,8
2025-12-11,Thursday,25,City Tour,VJ_L25_1_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,0
2025-12-11,Thursday,25,City Tour,VJ_L25_2_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-12-11,Thursday,25,City Tour,VJ_L25_3_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,33
2025-12-11,Thursday,25,City Tour,VJ_L25_4_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,1
2025-12-11,Thursday,25,City Tour,VJ_L25_5_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,0
2025-12-11,Thursday,25,City Tour,VJ_L25_6_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,3
2025-12-11,Thursday,25,City Tour,VJ_L25_7_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,0
2025-12-11,Thursday,25,City Tour,VJ_L25_8_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,1
2025-12-11,Thursday,25,City Tour,VJ_L25_9_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,2
2025-12-11,Thursday,25,City Tour,VJ_L25_10_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-12-11,Thursday,25,City Tour,VJ_L25_11_345,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,3
2025-12-11,Thursday,10,Commuter Express,VJ_L10_0_345,Station 10_A,Terminal 10_B,09:50:00,9,18
2025-12-11,Thursday,10,Commuter Express,VJ_L10_1_345,Station 10_A,Terminal 10_B,10:20:00,10,2
2025-12-11,Thursday,10,Commuter Express,VJ_L10_2_345,Station 10_A,Terminal 10_B,10:50:00,10,22
2025-12-11,Thursday,10,Commuter Express,VJ_L10_3_345,Station 10_A,Terminal 10_B,11:20:00,11,2
2025-12-11,Thursday,10,Commuter Express,VJ_L10_4_345,Station 10_A,Terminal 10_B,11:50:00,11,0
2025-12-11,Thursday,10,Commuter Express,VJ_L10_5_345,Station 10_A,Terminal 10_B,12:20:00,12,2
2025-12-11,Thursday,10,Commuter Express,VJ_L10_6_345,Station 10_A,Terminal 10_B,12:50:00,12,0
2025-12-11,Thursday,10,Commuter Express,VJ_L10_7_345,Station 10_A,Terminal 10_B,13:20:00,13,0
2025-12-11,Thursday,10,Commuter Express,VJ_L10_8_345,Station 10_A,Terminal 10_B,13:50:00,13,0
2025-12-11,Thursday,10,Commuter Express,VJ_L10_9_345,Station 10_A,Terminal 10_B,14:20:00,14,2
2025-12-11,Thursday,10,Commuter Express,VJ_L10_10_345,Station 10_A,Terminal 10_B,14:50:00,14,1
2025-12-11,Thursday,10,Commuter Express,VJ_L10_11_345,Station 10_A,Terminal 10_B,15:20:00,15,2
2025-12-11,Thursday,86,Student Link,VJ_L86_0_345,Station 86_A,Terminal 86_B,09:50:00,9,12
2025-12-11,Thursday,86,Student Link,VJ_L86_1_345,Station 86_A,Terminal 86_B,10:20:00,10,0
2025-12-11,Thursday,86,Student Link,VJ_L86_2_345,Station 86_A,Terminal 86_B,10:50:00,10,0
2025-12-11,Thursday,86,Student Link,VJ_L86_3_345,Station 86_A,Terminal 86_B,11:20:00,11,3
2025-12-11,Thursday,86,Student Link,VJ_L86_4_345,Station 86_A,Terminal 86_B,11:50:00,11,0
2025-12-11,Thursday,86,Student Link,VJ_L86_5_345,Station 86_A,Terminal 86_B,12:20:00,12,2
2025-12-11,Thursday,86,Student Link,VJ_L86_6_345,Station 86_A,Terminal 86_B,12:50:00,12,29
2025-12-11,Thursday,86,Student Link,VJ_L86_7_345,Station 86_A,Terminal 86_B,13:20:00,13,2
2025-12-11,Thursday,86,Student Link,VJ_L86_8_345,Station 86_A,Terminal 86_B,13:50:00,13,3
2025-12-11,Thursday,86,Student Link,VJ_L86_9_345,Station 86_A,Terminal 86_B,14:20:00,14,3
2025-12-11,Thursday,86,Student Link,VJ_L86_10_345,Station 86_A,Terminal 86_B,14:50:00,14,0
2025-12-11,Thursday,86,Student Link,VJ_L86_11_345,Station 86_A,Terminal 86_B,15:20:00,15,1
2025-12-12,Friday,25,City Tour,VJ_L25_0_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,14
2025-12-12,Friday,25,City Tour,VJ_L25_1_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,3
2025-12-12,Friday,25,City Tour,VJ_L25_2_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-12-12,Friday,25,City Tour,VJ_L25_3_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,2
2025-12-12,Friday,25,City Tour,VJ_L25_4_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,3
2025-12-12,Friday,25,City Tour,VJ_L25_5_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,2
2025-12-12,Friday,25,City Tour,VJ_L25_6_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,3
2025-12-12,Friday,25,City Tour,VJ_L25_7_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,1
2025-12-12,Friday,25,City Tour,VJ_L25_8_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,0
2025-12-12,Friday,25,City Tour,VJ_L25_9_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,1
2025-12-12,Friday,25,City Tour,VJ_L25_10_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,3
2025-12-12,Friday,25,City Tour,VJ_L25_11_346,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,3
2025-12-12,Friday,10,Commuter Express,VJ_L10_0_346,Station 10_A,Terminal 10_B,09:50:00,9,21
2025-12-12,Friday,10,Commuter Express,VJ_L10_1_346,Station 10_A,Terminal 10_B,10:20:00,10,1
2025-12-12,Friday,10,Commuter Express,VJ_L10_2_346,Station 10_A,Terminal 10_B,10:50:00,10,2
2025-12-12,Friday,10,Commuter Express,VJ_L10_3_346,Station 10_A,Terminal 10_B,11:20:00,11,0
2025-12-12,Friday,10,Commuter Express,VJ_L10_4_346,Station 10_A,Terminal 10_B,11:50:00,11,1
2025-12-12,Friday,10,Commuter Express,VJ_L10_5_346,Station 10_A,Terminal 10_B,12:20:00,12,3
2025-12-12,Friday,10,Commuter Express,VJ_L10_6_346,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-12-12,Friday,10,Commuter Express,VJ_L10_7_346,Station 10_A,Terminal 10_B,13:20:00,13,1
2025-12-12,Friday,10,Commuter Express,VJ_L10_8_346,Station 10_A,Terminal 10_B,13:50:00,13,1
2025-12-12,Friday,10,Commuter Express,VJ_L10_9_346,Station 10_A,Terminal 10_B,14:20:00,14,2
2025-12-12,Friday,10,Commuter Express,VJ_L10_10_346,Station 10_A,Terminal 10_B,14:50:00,14,32
2025-12-12,Friday,10,Commuter Express,VJ_L10_11_346,Station 10_A,Terminal 10_B,15:20:00,15,1
2025-12-12,Friday,86,Student Link,VJ_L86_0_346,Station 86_A,Terminal 86_B,09:50:00,9,12
2025-12-12,Friday,86,Student Link,VJ_L86_1_346,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-12-12,Friday,86,Student Link,VJ_L86_2_346,Station 86_A,Terminal 86_B,10:50:00,10,1
2025-12-12,Friday,86,Student Link,VJ_L86_3_346,Station 86_A,Terminal 86_B,11:20:00,11,3
2025-12-12,Friday,86,Student Link,VJ_L86_4_346,Station 86_A,Terminal 86_B,11:50:00,11,3
2025-12-12,Friday,86,Student Link,VJ_L86_5_346,Station 86_A,Terminal 86_B,12:20:00,12,0
2025-12-12,Friday,86,Student Link,VJ_L86_6_346,Station 86_A,Terminal 86_B,12:50:00,12,32
2025-12-12,Friday,86,Student Link,VJ_L86_7_346,Station 86_A,Terminal 86_B,13:20:00,13,1
2025-12-12,Friday,86,Student Link,VJ_L86_8_346,Station 86_A,Terminal 86_B,13:50:00,13,3
2025-12-12,Friday,86,Student Link,VJ_L86_9_346,Station 86_A,Terminal 86_B,14:20:00,14,0
2025-12-12,Friday,86,Student Link,VJ_L86_10_346,Station 86_A,Terminal 86_B,14:50:00,14,0
2025-12-12,Friday,86,Student Link,VJ_L86_11_346,Station 86_A,Terminal 86_B,15:20:00,15,1
2025-12-13,Saturday,25,City Tour,VJ_L25_12_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,13
2025-12-13,Saturday,25,City Tour,VJ_L25_13_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,0
2025-12-13,Saturday,25,City Tour,VJ_L25_14_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,0
2025-12-13,Saturday,25,City Tour,VJ_L25_15_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,2
2025-12-13,Saturday,25,City Tour,VJ_L25_16_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,2
2025-12-13,Saturday,25,City Tour,VJ_L25_17_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,2
2025-12-13,Saturday,25,City Tour,VJ_L25_18_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,1
2025-12-13,Saturday,25,City Tour,VJ_L25_19_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,0
2025-12-13,Saturday,25,City Tour,VJ_L25_20_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,2
2025-12-13,Saturday,25,City Tour,VJ_L25_21_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,2
2025-12-13,Saturday,25,City Tour,VJ_L25_22_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,3
2025-12-13,Saturday,25,City Tour,VJ_L25_23_347,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,2
2025-12-13,Saturday,10,Commuter Express,VJ_L10_12_347,Station 10_A,Terminal 10_B,09:50:00,9,21
2025-12-13,Saturday,10,Commuter Express,VJ_L10_13_347,Station 10_A,Terminal 10_B,10:20:00,10,0
2025-12-13,Saturday,10,Commuter Express,VJ_L10_14_347,Station 10_A,Terminal 10_B,10:50:00,10,3
2025-12-13,Saturday,10,Commuter Express,VJ_L10_15_347,Station 10_A,Terminal 10_B,11:20:00,11,1
2025-12-13,Saturday,10,Commuter Express,VJ_L10_16_347,Station 10_A,Terminal 10_B,11:50:00,11,39
2025-12-13,Saturday,10,Commuter Express,VJ_L10_17_347,Station 10_A,Terminal 10_B,12:20:00,12,1
2025-12-13,Saturday,10,Commuter Express,VJ_L10_18_347,Station 10_A,Terminal 10_B,12:50:00,12,1
2025-12-13,Saturday,10,Commuter Express,VJ_L10_19_347,Station 10_A,Terminal 10_B,13:20:00,13,0
2025-12-13,Saturday,10,Commuter Express,VJ_L10_20_347,Station 10_A,Terminal 10_B,13:50:00,13,2
2025-12-13,Saturday,10,Commuter Express,VJ_L10_21_347,Station 10_A,Terminal 10_B,14:20:00,14,0
2025-12-13,Saturday,10,Commuter Express,VJ_L10_22_347,Station 10_A,Terminal 10_B,14:50:00,14,3
2025-12-13,Saturday,10,Commuter Express,VJ_L10_23_347,Station 10_A,Terminal 10_B,15:20:00,15,0
2025-12-13,Saturday,86,Student Link,VJ_L86_12_347,Station 86_A,Terminal 86_B,09:50:00,9,16
2025-12-13,Saturday,86,Student Link,VJ_L86_13_347,Station 86_A,Terminal 86_B,10:20:00,10,2
2025-12-13,Saturday,86,Student Link,VJ_L86_14_347,Station 86_A,Terminal 86_B,10:50:00,10,3
2025-12-13,Saturday,86,Student Link,VJ_L86_15_347,Station 86_A,Terminal 86_B,11:20:00,11,1
2025-12-13,Saturday,86,Student Link,VJ_L86_16_347,Station 86_A,Terminal 86_B,11:50:00,11,2
2025-12-13,Saturday,86,Student Link,VJ_L86_17_347,Station 86_A,Terminal 86_B,12:20:00,12,1
2025-12-13,Saturday,86,Student Link,VJ_L86_18_347,Station 86_A,Terminal 86_B,12:50:00,12,1
2025-12-13,Saturday,86,Student Link,VJ_L86_19_347,Station 86_A,Terminal 86_B,13:20:00,13,1
2025-12-13,Saturday,86,Student Link,VJ_L86_20_347,Station 86_A,Terminal 86_B,13:50:00,13,1
2025-12-13,Saturday,86,Student Link,VJ_L86_21_347,Station 86_A,Terminal 86_B,14:20:00,14,0
2025-12-13,Saturday,86,Student Link,VJ_L86_22_347,Station 86_A,Terminal 86_B,14:50:00,14,3
2025-12-13,Saturday,86,Student Link,VJ_L86_23_347,Station 86_A,Terminal 86_B,15:20:00,15,1
2025-12-14,Sunday,25,City Tour,VJ_L25_24_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,10
2025-12-14,Sunday,25,City Tour,VJ_L25_25_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,0
2025-12-14,Sunday,25,City Tour,VJ_L25_26_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-12-14,Sunday,25,City Tour,VJ_L25_27_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,2
2025-12-14,Sunday,25,City Tour,VJ_L25_28_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,1
2025-12-14,Sunday,25,City Tour,VJ_L25_29_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,0
2025-12-14,Sunday,25,City Tour,VJ_L25_30_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,1
2025-12-14,Sunday,25,City Tour,VJ_L25_31_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,3
2025-12-14,Sunday,25,City Tour,VJ_L25_32_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,2
2025-12-14,Sunday,25,City Tour,VJ_L25_33_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,2
2025-12-14,Sunday,25,City Tour,VJ_L25_34_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-12-14,Sunday,25,City Tour,VJ_L25_35_348,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,3
2025-12-14,Sunday,10,Commuter Express,VJ_L10_24_348,Station 10_A,Terminal 10_B,09:50:00,9,22
2025-12-14,Sunday,10,Commuter Express,VJ_L10_25_348,Station 10_A,Terminal 10_B,10:20:00,10,0
2025-12-14,Sunday,10,Commuter Express,VJ_L10_26_348,Station 10_A,Terminal 10_B,10:50:00,10,1
2025-12-14,Sunday,10,Commuter Express,VJ_L10_27_348,Station 10_A,Terminal 10_B,11:20:00,11,2
2025-12-14,Sunday,10,Commuter Express,VJ_L10_28_348,Station 10_A,Terminal 10_B,11:50:00,11,1
2025-12-14,Sunday,10,Commuter Express,VJ_L10_29_348,Station 10_A,Terminal 10_B,12:20:00,12,1
2025-12-14,Sunday,10,Commuter Express,VJ_L10_30_348,Station 10_A,Terminal 10_B,12:50:00,12,1
2025-12-14,Sunday,10,Commuter Express,VJ_L10_31_348,Station 10_A,Terminal 10_B,13:20:00,13,3
2025-12-14,Sunday,10,Commuter Express,VJ_L10_32_348,Station 10_A,Terminal 10_B,13:50:00,13,1
2025-12-14,Sunday,10,Commuter Express,VJ_L10_33_348,Station 10_A,Terminal 10_B,14:20:00,14,2
2025-12-14,Sunday,10,Commuter Express,VJ_L10_34_348,Station 10_A,Terminal 10_B,14:50:00,14,0
2025-12-14,Sunday,10,Commuter Express,VJ_L10_35_348,Station 10_A,Terminal 10_B,15:20:00,15,3
2025-12-14,Sunday,86,Student Link,VJ_L86_24_348,Station 86_A,Terminal 86_B,09:50:00,9,18
2025-12-14,Sunday,86,Student Link,VJ_L86_25_348,Station 86_A,Terminal 86_B,10:20:00,10,1
2025-12-14,Sunday,86,Student Link,VJ_L86_26_348,Station 86_A,Terminal 86_B,10:50:00,10,1
2025-12-14,Sunday,86,Student Link,VJ_L86_27_348,Station 86_A,Terminal 86_B,11:20:00,11,2
2025-12-14,Sunday,86,Student Link,VJ_L86_28_348,Station 86_A,Terminal 86_B,11:50:00,11,2
2025-12-14,Sunday,86,Student Link,VJ_L86_29_348,Station 86_A,Terminal 86_B,12:20:00,12,3
2025-12-14,Sunday,86,Student Link,VJ_L86_30_348,Station 86_A,Terminal 86_B,12:50:00,12,3
2025-12-14,Sunday,86,Student Link,VJ_L86_31_348,Station 86_A,Terminal 86_B,13:20:00,13,1
2025-12-14,Sunday,86,Student Link,VJ_L86_32_348,Station 86_A,Terminal 86_B,13:50:00,13,0
2025-12-14,Sunday,86,Student Link,VJ_L86_33_348,Station 86_A,Terminal 86_B,14:20:00,14,3
2025-12-14,Sunday,86,Student Link,VJ_L86_34_348,Station 86_A,Terminal 86_B,14:50:00,14,3
2025-12-14,Sunday,86,Student Link,VJ_L86_35_348,Station 86_A,Terminal 86_B,15:20:00,15,2
2025-12-15,Monday,25,City Tour,VJ_L25_0_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,9
2025-12-15,Monday,25,City Tour,VJ_L25_1_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,1
2025-12-15,Monday,25,City Tour,VJ_L25_2_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,2
2025-12-15,Monday,25,City Tour,VJ_L25_3_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,0
2025-12-15,Monday,25,City Tour,VJ_L25_4_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,1
2025-12-15,Monday,25,City Tour,VJ_L25_5_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,3
2025-12-15,Monday,25,City Tour,VJ_L25_6_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,2
2025-12-15,Monday,25,City Tour,VJ_L25_7_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,1
2025-12-15,Monday,25,City Tour,VJ_L25_8_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,1
2025-12-15,Monday,25,City Tour,VJ_L25_9_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,0
2025-12-15,Monday,25,City Tour,VJ_L25_10_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,2
2025-12-15,Monday,25,City Tour,VJ_L25_11_349,Gower Street / Salthouse Quay,Albert Dock / Strand Street,15:20:00,15,2
2025-12-15,Monday,10,Commuter Express,VJ_L10_0_349,Station 10_A,Terminal 10_B,09:50:00,9,18
2025-12-15,Monday,10,Commuter Express,VJ_L10_1_349,Station 10_A,Terminal 10_B,10:20:00,10,0
2025-12-15,Monday,10,Commuter Express,VJ_L10_2_349,Station 10_A,Terminal 10_B,10:50:00,10,2
2025-12-15,Monday,10,Commuter Express,VJ_L10_3_349,Station 10_A,Terminal 10_B,11:20:00,11,1
2025-12-15,Monday,10,Commuter Express,VJ_L10_4_349,Station 10_A,Terminal 10_B,11:50:00,11,0
2025-12-15,Monday,10,Commuter Express,VJ_L10_5_349,Station 10_A,Terminal 10_B,12:20:00,12,23
2025-12-15,Monday,10,Commuter Express,VJ_L10_6_349,Station 10_A,Terminal 10_B,12:50:00,12,2
2025-12-15,Monday,10,Commuter Express,VJ_L10_7_349,Station 10_A,Terminal 10_B,13:20:00,13,0
2025-12-15,Monday,10,Commuter Express,VJ_L10_8_349,Station 10_A,Terminal 10_B,13:50:00,13,1
2025-12-15,Monday,10,Commuter Express,VJ_L10_9_349,Station 10_A,Terminal 10_B,14:20:00,14,1
2025-12-15,Monday,10,Commuter Express,VJ_L10_10_349,Station 10_A,Terminal 10_B,14:50:00,14,27
2025-12-15,Monday,10,Commuter Express,VJ_L10_11_349,Station 10_A,Terminal 10_B,15:20:00,15,1
2025-12-15,Monday,86,Student Link,VJ_L86_0_349,Station 86_A,Terminal 86_B,09:50:00,9,9
2025-12-15,Monday,86,Student Link,VJ_L86_1_349,Station 86_A,Terminal 86_B,10:20:00,10,1
2025-12-15,Monday,86,Student Link,VJ_L86_2_349,Station 86_A,Terminal 86_B,10:50:00,10,3
2025-12-15,Monday,86,Student Link,VJ_L86_3_349,Station 86_A,Terminal 86_B,11:20:00,11,0
2025-12-15,Monday,86,Student Link,VJ_L86_4_349,Station 86_A,Terminal 86_B,11:50:00,11,2
2025-12-15,Monday,86,Student Link,VJ_L86_5_349,Station 86_A,Terminal 86_B,12:20:00,12,2
2025-12-15,Monday,86,Student Link,VJ_L86_6_349,Station 86_A,Terminal 86_B,12:50:00,12,0
2025-12-15,Monday,86,Student Link,VJ_L86_7_349,Station 86_A,Terminal 86_B,13:20:00,13,2
2025-12-15,Monday,86,Student Link,VJ_L86_8_349,Station 86_A,Terminal 86_B,13:50:00,13,1
2025-12-15,Monday,86,Student Link,VJ_L86_9_349,Station 86_A,Terminal 86_B,14:20:00,14,3
2025-12-15,Monday,86,Student Link,VJ_L86_10_349,Station 86_A,Terminal 86_B,14:50:00,14,3
2025-12-15,Monday,86,Student Link,VJ_L86_11_349,Station 86_A,Terminal 86_B,15:20:00,15,0
2025-12-16,Tuesday,25,City Tour,VJ_L25_0_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,09:50:00,9,15
2025-12-16,Tuesday,25,City Tour,VJ_L25_1_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:20:00,10,3
2025-12-16,Tuesday,25,City Tour,VJ_L25_2_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,10:50:00,10,1
2025-12-16,Tuesday,25,City Tour,VJ_L25_3_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:20:00,11,2
2025-12-16,Tuesday,25,City Tour,VJ_L25_4_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,11:50:00,11,3
2025-12-16,Tuesday,25,City Tour,VJ_L25_5_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:20:00,12,0
2025-12-16,Tuesday,25,City Tour,VJ_L25_6_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,12:50:00,12,0
2025-12-16,Tuesday,25,City Tour,VJ_L25_7_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:20:00,13,1
2025-12-16,Tuesday,25,City Tour,VJ_L25_8_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,13:50:00,13,2
2025-12-16,Tuesday,25,City Tour,VJ_L25_9_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:20:00,14,2
2025-12-16,Tuesday,25,City Tour,VJ_L25_10_350,Gower Street / Salthouse Quay,Albert Dock / Strand Street,14:50:00,14,0
